Year,Model,Condition,Consumer_Rating,Consumer_Review_#,Exterior_Color,Interior_Color,Drivetrain,MPG,Fuel_Type,Transmission,Engine,VIN,Stock_#,Mileage,Comfort_Rating,Interior_Design_Rating,Performance_Rating,Value_For_Money_Rating,Exterior_Styling_Rating,Reliability_Rating,State,Seller_Type
2021,Pilot EX-L,Used,4.0,333,Steel Sapphire Metallic,Gray,Front-wheel Drive,20–27,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF5H51MB010414,H25990,34713,4.9,4.8,4.8,4.7,4.7,4.8,IN,Dealer
2022,Accord Sport 1.5T,New,4.8,1732,Still Night Pearl,Black,Front-wheel Drive,29–35,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,1HGCV1F34NA089662,P1914,5,5.0,5.0,5.0,5.0,5.0,5.0,IL,Dealer
2018,Clarity Plug-In Hybrid Base,Used,4.4,2538,Black,Black,Front-wheel Drive,,Hybrid,Automatic CVT,1.5L I4 16V MPFI DOHC Hybrid,JHMZC5F1XJC014062,30663,33638,4.8,4.7,4.6,4.6,4.4,4.7,KS,Dealer
2022,Odyssey Elite,New,4.3,234,–,–,FWD,19–28,Gasoline,10-Speed Automatic,3.5L V6 24V GDI SOHC,5FNRL6H91NB056509,N0496,2,4.3,4.4,4.3,4.1,4.3,4.3,MO,Dealer
2014,CR-V EX-L,Used,4.8,725,Crystal Black Pearl,Black,Front-wheel Drive,23–31,Gasoline,5-Speed Automatic,2.4L I4 16V MPFI DOHC,2HKRM3H74EH516127,EH516127P,104256,4.5,4.5,4.5,4.5,4.6,4.7,OR,Dealer
2023,Passport Elite,New,5.0,3207,Radiant Red Metallic II,Black,All-wheel Drive,,Gasoline,Automatic,3.5L V6 24V GDI SOHC,5FNYF8H04PB001362,Q100127,0,,,,,,,NC,Dealer
2018,Pilot LX,Used,4.6,2,Black,Gray,Front-wheel Drive,19–27,Gasoline,6-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF5H18JB032712,23320926,38563,4.7,4.6,4.7,4.5,4.6,4.7,FL,Dealer
2023,CR-V EX-L,New,5.0,737,Lunar Silver Metallic,Black,All-wheel Drive,,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,2HKRS4H72PH411147,46784,5,5.0,5.0,5.0,4.0,4.0,5.0,AZ,Dealer
2022,Pilot Sport,New,3.8,672,Sonic Gray Pearl,Black,All-wheel Drive,19–26,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H32NB091025,46103,11,5.0,5.0,5.0,5.0,5.0,5.0,WA,Dealer
2019,CR-V EX,Used,3.3,433,White,Black,All-wheel Drive,27–33,Gasoline,CVT,4 Cylinder Engine,JHLRW2H53KX014831,M7828B,15269,4.8,4.8,4.7,4.7,4.8,4.8,WI,Dealer
2023,Pilot TrailSport,New,4.7,5248,Sonic Gray Pearl,–,All-wheel Drive,,Gasoline,Automatic,3.5L V6 24V GDI DOHC,5FNYG1H66PB000738,PB000738,18,,,,,,,AZ,Dealer
2022,Pilot Sport,New,4.9,79,Platinum White Pearl,Black,All-wheel Drive,19–26,Gasoline,Automatic,V6 Cylinder Engine,5FNYF6H33NB086092,N01651,7,5.0,5.0,5.0,5.0,5.0,5.0,CA,Dealer
2023,CR-V EX,New,4.6,1607,Platinum White Pearl,–,All-wheel Drive,,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,7FARS4H41PE000105,PE000105,10,5.0,5.0,5.0,4.0,4.0,5.0,TN,Dealer
2020,Ridgeline Sport,Used,5.0,175,Modern Steel Metallic,Black,All-wheel Drive,19–24,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FPYK3F16LB020846,22482D,38492,4.8,4.7,4.6,4.5,4.7,4.7,OH,Dealer
2022,Passport Elite,Used,4.9,295,Sonic Gray Pearl,Black,All-wheel Drive,19–24,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF8H01NB002398,NB002398,16275,5.0,5.0,4.9,5.0,4.9,5.0,NJ,Dealer
2023,CR-V Hybrid Sport Touring,New,4.4,306,Radiant Red Metallic,Blk Lth,All-wheel Drive,40–34,Hybrid,electronic continuously variable,4 Cylinder Engine,2HKRS6H91PH806420,233021,0,5.0,3.0,4.0,4.0,5.0,5.0,MI,Dealer
2022,CR-V EX-L,New,4.5,3416,White,–,All-wheel Drive,27–32,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,2HKRW2H81NH659176,NH659176,35,4.9,4.8,4.7,4.8,4.7,4.9,NJ,Dealer
2017,Odyssey EX-L,Used,4.4,158,Modern Steel Metallic,Gray,Front-wheel Drive,19–27,Gasoline,6-Speed Automatic,3.5L V6 24V MPFI SOHC,5FNRL5H68HB011636,P4028,59447,4.8,4.6,4.8,4.6,4.7,4.8,NY,Dealer
2022,Pilot Sport,New,4.3,3504,Platinum White Pearl,Black,All-wheel Drive,19–26,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H35NB086093,181854,12,5.0,5.0,5.0,5.0,5.0,5.0,AZ,Dealer
2023,Ridgeline Black Edition,New,4.7,2504,Crystal Black Pearl,Black,All-wheel Drive,,Gasoline,Automatic,3.5L V6 24V GDI SOHC,5FPYK3F86PB007369,123053,3,5.0,4.8,4.8,4.2,5.0,5.0,PA,Dealer
2016,Civic EX,Used,5.0,3758,Crystal Black Pearl,Black,Front-wheel Drive,31–41,Gasoline,Automatic CVT,2.0L I4 16V MPFI DOHC,19XFC2F89GE079230,PB33039,31355,4.6,4.6,4.6,4.6,4.8,4.6,MN,Dealer
2019,CR-V EX-L,Used,4.8,2,Obsidian Blue Pearl,Gray,All-wheel Drive,27–33,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,7FARW2H82KE045283,NJ0537A,26114,4.8,4.8,4.7,4.7,4.8,4.8,NJ,Dealer
2022,Pilot Sport,New,4.6,985,Sonic Gray Pearl,Black,All-wheel Drive,19–26,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H33NB105207,2B1206,5,5.0,5.0,5.0,5.0,5.0,5.0,CO,Dealer
2022,Accord Sport 1.5T,New,5.0,38,Sonic Gray Pearl,Black,Front-wheel Drive,29–35,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,1HGCV1F38NA099448,52045,255,5.0,5.0,5.0,5.0,5.0,5.0,IN,Dealer
2018,Accord Touring,Honda Certified,5.0,6875,Modern Steel Metallic,Gray,Front-wheel Drive,29–35,Gasoline,Variable,Intercooled Turbo Regular Unleaded I-4 1.5 L/91,1HGCV1F99JA100220,P13211,14864,4.8,4.8,4.7,4.7,4.8,4.8,NJ,Dealer
2019,Odyssey Touring,Used,4.1,421,Gray,Gray,Front-wheel Drive,19–28,Gasoline,10 speed automatic,V6 Cylinder Engine,5FNRL6H80KB028011,CP23183A,46336,4.8,4.6,4.5,4.3,4.7,4.5,FL,Dealer
2015,Accord EX,Used,4.8,192,Hematite Metallic,Black,Front-wheel Drive,27–36,Gasoline,Automatic CVT,2.4L I4 16V GDI DOHC,1HGCR2F79FA104543,NW22P646B,78323,4.7,4.6,4.7,4.7,4.7,4.8,NY,Dealer
2017,Accord Hybrid Base,Used,4.9,435,–,–,Front-wheel Drive,49–47,Hybrid,electronic continuously variable,4 Cylinder Engine,JHMCR6F38HC000442,H041178A,83511,4.8,4.8,4.7,4.6,4.9,4.8,MA,Dealer
2021,Ridgeline Sport,Honda Certified,3.9,161,Platinum White Pearl,Black,All-wheel Drive,18–24,Gasoline,Automatic,Regular Unleaded V-6 3.5 L/212,5FPYK3F16MB013865,P9602,21458,4.9,4.7,4.7,4.5,4.9,4.6,WI,Dealer
2022,Accord Hybrid Sport,Used,4.3,155,Platinum White Pearl,Black,Front-wheel Drive,44–41,Hybrid,Automatic CVT,2.0L I4 16V MPFI DOHC Hybrid,1HGCV3F24NA010705,P2552,12271,4.9,5.0,5.0,4.9,4.9,5.0,NY,Dealer
2022,Accord Sport 2.0T,Used,4.5,1524,Still Night Pearl,Black,Front-wheel Drive,22–32,Gasoline,10-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,1HGCV2F38NA009298,TU1633,4261,5.0,5.0,5.0,5.0,5.0,5.0,MO,Dealer
2021,CR-V Hybrid Touring,Used,2.8,590,Obsidian Blue Pearl,Gray,All-wheel Drive,40–35,Hybrid,Automatic CVT,2.0L I4 16V MPFI DOHC Hybrid,7FART6H92ME007600,ME007600A,23701,4.8,4.8,4.8,4.7,4.8,4.8,TX,Dealer
2023,CR-V Hybrid Sport Touring,New,4.0,333,Platinum White Pearl,Gray,All-wheel Drive,,Hybrid,Automatic CVT,2.0L I4 16V GDI DOHC Hybrid,2HKRS6H96PH807434,HU135,1,5.0,3.0,4.0,4.0,5.0,5.0,IN,Dealer
2023,Pilot EX-L 8-Passenger,New,2.7,447,Lunar Silver Metallic,Gray,All-wheel Drive,,Gasoline,Automatic,3.5L V6 24V GDI DOHC,5FNYG1H41PB002735,PB002735,0,,,,,,,VA,Dealer
2022,Pilot Special Edition,New,4.5,3416,Dark Cherry Pearl,Beige,All-wheel Drive,19–26,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H2XNB100951,227285,8,5.0,5.0,5.0,5.0,5.0,5.0,NJ,Dealer
2021,Pilot Touring 8-Passenger,Used,3.9,161,Obsidian Blue Pearl,Gray,All-wheel Drive,19–26,Gasoline,Automatic,Regular Unleaded V-6 3.5 L/212,5FNYF6H92MB003254,P9845,34907,4.9,4.8,4.8,4.7,4.7,4.8,WI,Dealer
2021,Passport EX-L,Used,3.5,284,Obsidian Blue Pearl,Gray,All-wheel Drive,19–24,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF8H55MB022874,223-286A,34443,4.9,4.7,4.8,4.6,4.8,4.8,OH,Dealer
2023,CR-V EX-L,New,3.9,564,Urban Gray Pearl,Black,Front-wheel Drive,,Gasoline,Automatic CVT,1.5L I4 16V DOHC,2HKRS3H72PH300298,2300018,6,5.0,5.0,5.0,4.0,4.0,5.0,CA,Dealer
2023,HR-V Sport,New,5.0,4272,Platinum White Pearl,Black,All-wheel Drive,,Gasoline,Automatic CVT,2.0L I4 16V GDI DOHC,3CZRZ2H54PM701361,H30002,5,4.0,5.0,4.0,5.0,5.0,5.0,IL,Dealer
2020,Odyssey Elite,Used,4.9,837,Lunar Silver Metallic,Gray,Front-wheel Drive,19–28,Gasoline,10-Speed Automatic,3.5L V6 24V GDI SOHC,5FNRL6H92LB007347,P7046,34082,4.8,4.8,4.7,4.6,4.7,4.7,IL,Dealer
2022,Pilot TrailSport,New,4.6,1874,Sonic Gray Pearl,–,AWD,19–25,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H87NB102774,NB102774,8,5.0,5.0,5.0,5.0,5.0,5.0,IL,Dealer
2022,Odyssey EX-L,Used,4.3,16,White,Black,Front-wheel Drive,19–28,Gasoline,10-Speed Automatic,3.5L V6 24V GDI SOHC,5FNRL6H74NB038603,23908377,13325,4.3,4.4,4.3,4.1,4.3,4.3,VA,Dealer
2022,Civic Sport,Used,4.1,28,Black,Gray,Front-wheel Drive,30–37,Gasoline,Automatic CVT,2.0L I4 16V GDI DOHC,2HGFE2F57NH551282,P6836A,15475,4.6,4.9,4.4,4.6,4.6,4.7,TX,Dealer
2018,Accord EX-L,Used,4.7,1034,Obsidian Blue Pearl,Black,Front-wheel Drive,30–38,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,1HGCV1F6XJA059604,TPU17566D,95131,4.8,4.8,4.7,4.7,4.8,4.8,NV,Dealer
2019,Passport Touring,Used,4.7,103,–,–,Front-wheel Drive,20–25,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF7H92KB007579,KB007579P,34000,4.8,4.7,4.7,4.6,4.7,4.8,TX,Dealer
2023,Pilot TrailSport,New,4.9,273,Sky,Black,AWD,,Gasoline,10-Speed Automatic,3.5L V6 24V GDI DOHC,5FNYG1H60PB004526,P004526,10,,,,,,,TX,Dealer
2021,Passport Elite,Used,3.8,442,Platinum White Pearl,Gray,All-wheel Drive,19–24,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF8H01MB039515,X42692A,10714,4.9,4.7,4.8,4.6,4.8,4.8,OR,Dealer
2018,Clarity Plug-In Hybrid Touring,Used,4.0,9531,Green,Beige,Front-wheel Drive,,Hybrid,Automatic CVT,1.5L I4 16V MPFI DOHC Hybrid,JHMZC5F35JC024032,2001974581,56576,4.8,4.7,4.6,4.6,4.4,4.7,IL,
2022,Ridgeline RTL,New,5.0,2546,Pacific Pewter Metallic,Black,All-wheel Drive,18–24,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FPYK3F53NB038176,NB038176,23,5.0,4.9,4.9,4.3,4.7,5.0,GA,Dealer
2022,Pilot TrailSport,New,5.0,3,Platinum White Pearl,Black,All-wheel Drive,19–25,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H8XNB099983,CHS222154,3,5.0,5.0,5.0,5.0,5.0,5.0,NC,Dealer
2021,Accord Sport 2.0T,Used,4.8,15,Black,Black,Front-wheel Drive,22–32,Gasoline,10-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,1HGCV2F37MA015687,23813651,21979,4.9,4.8,4.8,4.8,4.9,4.8,CO,Dealer
2023,Odyssey Touring,New,4.8,1043,Radiant Red,Beige,Front-wheel Drive,,Gasoline,10-Speed Automatic,3.5L V6 24V GDI SOHC,5FNRL6H83PB037423,38040,5,5.0,5.0,4.0,4.0,4.0,5.0,OH,Dealer
2019,Passport Sport,Used,4.5,285,Black,Black,All-wheel Drive,19–24,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF8H22KB026223,23X30A,28631,4.8,4.7,4.7,4.6,4.7,4.8,WA,Dealer
2020,CR-V LX,Used,4.8,14,Radiant Red Metallic,Gray,All-wheel Drive,27–32,Gasoline,continuously variable w/sport mode,4 Cylinder Engine,5J6RW2H21LA010245,HP7511,34260,4.9,4.8,4.8,4.8,4.9,4.9,WI,Dealer
2018,Civic EX,Used,3.9,485,COSMIC BLUE,Gray,Front-wheel Drive,31–40,Gasoline,Variable,Regular Unleaded I-4 2.0 L/122,19XFC2F75JE029682,14CB267P,76707,4.7,4.7,4.8,4.8,4.9,4.8,MN,Dealer
2022,Pilot TrailSport,New,4.4,845,Crystal Black,Black,All-wheel Drive,19–25,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H86NB084588,100873,5,5.0,5.0,5.0,5.0,5.0,5.0,CA,Dealer
2023,Odyssey Elite,New,5.0,2546,Radiant Red Metallic II,Beige,Front-wheel Drive,,Gasoline,Automatic,3.5L V6 24V GDI SOHC,5FNRL6H98PB023297,PB023297,20,5.0,5.0,4.0,4.0,4.0,5.0,GA,Dealer
2013,Insight LX,Used,4.9,1351,White,Gray,Front-wheel Drive,41–44,Hybrid,Automatic CVT,1.3L I4 8V MPFI SOHC Hybrid,JHMZE2H55DS001027,B023785A,60481,4.4,4.5,4.3,4.6,4.4,4.6,FL,Dealer
2022,Pilot Sport,New,5.0,3543,Sonic Gray Pearl,Black,All-wheel Drive,19–26,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H32NB103092,98362,13,5.0,5.0,5.0,5.0,5.0,5.0,IL,Dealer
2020,Civic Si Base,Used,4.4,417,White,Black,Front-wheel Drive,26–36,Gasoline,6-Speed Manual,1.5L I4 16V GDI DOHC Turbo,2HGFC1E5XLH700914,700914,41000,4.8,4.8,4.8,4.8,4.9,4.9,VA,Dealer
2020,Pilot EX-L,Used,5.0,1102,Red,Beige,Front-wheel Drive,19–27,Gasoline,6-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF5H58LB015074,24556,41771,4.6,4.5,4.2,4.1,4.5,4.1,NC,Dealer
2022,Pilot TrailSport,New,4.8,1780,Sonic Gray Pearl,Black,All-wheel Drive,19–25,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H87NB091629,NB091629,3,5.0,5.0,5.0,5.0,5.0,5.0,CA,Dealer
2022,Passport Elite,New,4.7,790,Obsidian Blue Pearl,Gray,All-wheel Drive,19–24,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF8H05NB011492,224029,9352,5.0,5.0,4.9,5.0,4.9,5.0,WA,Dealer
2023,Civic Si Base,New,4.6,1959,Silver,–,FWD,,Gasoline,6-Speed Manual,1.5L I4 16V GDI DOHC Turbo,2HGFE1E5XPH471053,PH471053,56,,,,,,,CA,Dealer
2022,Odyssey EX-L,Honda Certified,4.8,1978,Modern Steel Metallic,Black,Front-wheel Drive,19–28,Gasoline,10-Speed Automatic,3.5L V6 24V GDI SOHC,5FNRL6H79NB004771,TAP23071A,21668,4.3,4.4,4.3,4.1,4.3,4.3,IL,Dealer
2023,CR-V Hybrid Sport Touring,New,4.7,228,Platinum White Pearl,Black,All-wheel Drive,,Hybrid,Automatic CVT,2.0L I4 16V GDI DOHC Hybrid,2HKRS6H90PH804304,B30126,7,5.0,3.0,4.0,4.0,5.0,5.0,IN,Dealer
2006,Element EX-P,Used,4.4,1,Blue,Gray / Blue,Front-wheel Drive,22–26,Gasoline,4-Speed Automatic,2.4L I4 16V MPFI DOHC,5J6YH18796L002088,65950438,127128,4.2,4.4,4.1,4.5,4.5,4.6,FL,Dealer
2022,Odyssey EX,Used,4.3,7,Blue,Beige,Front-wheel Drive,19–28,Gasoline,10-Speed Automatic,3.5L V6 24V GDI SOHC,5FNRL6H51NB035236,E24124,19914,4.3,4.4,4.3,4.1,4.3,4.3,IN,Dealer
2023,Passport Elite,New,4.7,709,Sonic Gray Pearl,Black,All-wheel Drive,,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF8H00PB006106,PB006106,0,,,,,,,IN,Dealer
2019,Insight EX,Used,3.7,886,Black,–,Front-wheel Drive,55–49,Hybrid,electric continuously variable,4 Cylinder Engine,19XZE4F55KE014795,S108003A,57150,4.6,4.8,4.5,4.7,4.8,4.8,FL,Dealer
2021,Pilot Special Edition,Used,4.2,90,Modern Steel Metallic,Black,All-wheel Drive,19–26,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H22MB008702,235105A,36318,4.9,4.8,4.8,4.7,4.7,4.8,NY,Dealer
2023,Accord Hybrid Sport-L,New,4.8,1678,Silver,Black,FWD,,Hybrid,Automatic CVT,2.0L I4 16V GDI DOHC Hybrid,1HGCY2F72PA002831,R2831,12,,,,,,,FL,Dealer
2023,Ridgeline Black Edition,New,5.0,1923,Platinum White,Black,All-wheel Drive,,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FPYK3F89PB007804,PB007804,10,5.0,4.8,4.8,4.2,5.0,5.0,FL,Dealer
2022,Civic Sport,Used,4.8,1028,Crystal Black Pearl,Black,Front-wheel Drive,30–37,Gasoline,Automatic CVT,2.0L I4 16V GDI DOHC,2HGFE2F52NH570029,NH570029A,33414,4.6,4.9,4.4,4.6,4.6,4.7,OH,Dealer
2020,Odyssey Elite,Used,4.4,74,Crystal Black Pearl,Gray,Front-wheel Drive,19–28,Gasoline,10-Speed Automatic,3.5L V6 24V GDI SOHC,5FNRL6H95LB016589,FP2613A,41053,4.8,4.8,4.7,4.6,4.7,4.7,WI,Dealer
2023,Pilot Elite,New,4.3,1239,White,Brown,All-wheel Drive,19–25,Gasoline,10-SPEED A/T,V6 Cylinder Engine,5FNYG1H80PB000865,44677,1,,,,,,,UT,Dealer
2017,CR-V EX,Used,4.8,1053,Blue,Gray,All-wheel Drive,27–33,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,5J6RW2H54HL034738,W7035A,71043,4.8,4.8,4.7,4.7,4.8,4.8,IN,Dealer
2022,Accord Sport SE,New,5.0,3,Still Night Pearl,Black,Front-wheel Drive,29–35,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,1HGCV1F48NA109436,221831,2,5.0,5.0,5.0,5.0,5.0,5.0,LA,Dealer
2020,Civic LX,Honda Certified,4.6,178,Cosmic Blue Metallic,Black,Front-wheel Drive,30–38,Gasoline,Automatic CVT,2.0L I4 16V MPFI DOHC,2HGFC2F62LH541951,M1N541951,14943,4.8,4.8,4.9,4.8,4.9,4.9,MI,Dealer
2015,Odyssey EX,Used,4.7,29,Gray,Gray,Front-wheel Drive,19–28,Gasoline,6-Speed Automatic,3.5L V6 24V MPFI SOHC,5FNRL5H42FB128026,22990892,105362,4.8,4.6,4.7,4.6,4.7,4.8,IN,Dealer
2022,Pilot TrailSport,New,5.0,1047,Gray,Black,All-wheel Drive,19–25,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H83NB103159,H50327,5,5.0,5.0,5.0,5.0,5.0,5.0,PA,Dealer
2023,Passport EX-L,New,4.6,16,Crystal Black Pearl,Black,All-wheel Drive,,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF8H56PB006879,78808,7,,,,,,,NV,Dealer
2023,CR-V Hybrid Sport Touring,New,3.9,161,Radiant Red Metallic,Black,All-wheel Drive,40–34,Hybrid,Variable,Gas/Electric I-4 2.0 L/122,7FARS6H97PE003114,62476,1,5.0,3.0,4.0,4.0,5.0,5.0,WI,Dealer
2021,Passport Touring,Used,4.8,91,Deep Scarlet Pearl,Gray,Front-wheel Drive,20–25,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF7H97MB011341,B011341P,16623,4.9,4.7,4.8,4.6,4.8,4.8,CA,Dealer
2023,Civic Sport,New,4.6,1874,Sonic Gray Pearl,–,FWD,,Gasoline,Automatic CVT,2.0L I4 16V GDI DOHC,2HGFE2F5XPH517694,PH517694,8,,,,,,,IL,Dealer
2020,Pilot EX,Used,5.0,634,Lunar Silver Metallic,Gray,Front-wheel Drive,19–27,Gasoline,6-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF5H36LB011622,MZT1666,53295,4.6,4.5,4.2,4.1,4.5,4.1,AZ,Dealer
2023,HR-V EX-L,New,4.8,1277,Crystal Black Pearl,Black,All-wheel Drive,,Gasoline,Automatic CVT,2.0L I4 16V GDI DOHC,3CZRZ2H7XPM727805,H727805,3,4.0,5.0,4.0,5.0,5.0,5.0,VA,Dealer
2022,Pilot EX-L,New,4.6,1874,Lunar Silver Metallic,–,AWD,19–26,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H53NB096722,NB096722,10,5.0,5.0,5.0,5.0,5.0,5.0,IL,Dealer
2014,CR-V EX-L,Used,4.8,725,Basque Red Pearl II,Beige,Front-wheel Drive,23–31,Gasoline,5-Speed Automatic,2.4L I4 16V MPFI DOHC,5J6RM3H77EL015738,EL015738P,69266,4.5,4.5,4.5,4.5,4.6,4.7,OR,Dealer
2022,Accord Sport 1.5T,New,4.9,1532,Lunar Silver Metallic,Black,Front-wheel Drive,29–35,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,1HGCV1F37NA087341,NA087341,11,5.0,5.0,5.0,5.0,5.0,5.0,NJ,Dealer
2022,Pilot Special Edition,New,5.0,1516,Crystal Black Pearl,Black,All-wheel Drive,19–26,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H23NB101875,22822,6,5.0,5.0,5.0,5.0,5.0,5.0,LA,Dealer
2019,Civic Type R Touring,Honda Certified,3.0,2142,Championship White,Black / Red,Front-wheel Drive,22–28,Gasoline,6-Speed Manual,2.0L I4 16V GDI DOHC Turbo,SHHFK8G74KU206219,27T7737,47179,4.6,4.7,5.0,4.8,4.8,4.8,OH,Dealer
2022,Pilot Sport,Used,5.0,1501,Lunar Silver Metallic,Black,All-wheel Drive,19–26,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H32NB019158,AT4401,9144,5.0,5.0,5.0,5.0,5.0,5.0,MI,Dealer
2022,Pilot EX-L,New,4.6,1486,Modern Steel Metallic,Black,All-wheel Drive,19–26,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H56NB088923,HH150907,100,5.0,5.0,5.0,5.0,5.0,5.0,ME,Dealer
2020,Odyssey Touring,Used,4.9,1600,Pacific Pewter Metallic,Mocha,Front-wheel Drive,19–28,Gasoline,10-Speed Automatic,3.5L V6 24V GDI SOHC,5FNRL6H89LB014206,LB014206P,33016,4.8,4.8,4.7,4.6,4.7,4.7,NJ,Dealer
2023,Ridgeline RTL,New,4.8,55,Red,Black,All-wheel Drive,,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FPYK3F57PB018709,H5845,6,5.0,4.8,4.8,4.2,5.0,5.0,TX,Dealer
2022,CR-V Touring,New,4.7,502,Crystal Black Pearl,Black,All-wheel Drive,27–32,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,7FARW2H99NE053538,NE053538,3,4.9,4.8,4.7,4.8,4.7,4.9,FL,Dealer
2020,CR-V Hybrid Touring,Used,4.5,28,Platinum White Pearl,Black,All-wheel Drive,40–35,Hybrid,eCVT,4 Cylinder Engine,7FART6H9XLE011179,V9202A,19599,4.7,4.6,4.3,4.3,4.6,4.6,AL,Dealer
2022,Pilot Sport,New,4.6,527,Crystal Black Pearl,Black,All-wheel Drive,19–26,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H31NB090917,NB090917,3,5.0,5.0,5.0,5.0,5.0,5.0,TX,Dealer
2022,Pilot Sport,New,5.0,67,Sonic Gray Pearl,–,All-wheel Drive,19–26,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H3XNB092326,H22787,10,5.0,5.0,5.0,5.0,5.0,5.0,AL,Dealer
2016,Accord EX,Used,4.7,136,Silver,–,Front-wheel Drive,27–37,Gasoline,CVT,4 Cylinder Engine,1HGCR2F03GA243748,S22190,13893,4.8,4.7,4.7,4.7,4.8,4.8,WI,Dealer
2022,HR-V Sport,New,4.8,830,Lunar Silver Metallic,Black,All-wheel Drive,26–31,Gasoline,Automatic CVT,1.8L I4 16V MPFI SOHC,3CZRU6H15NM750603,220213,5,3.8,3.2,3.6,3.6,4.2,4.2,CT,Dealer
2023,CR-V EX-L,New,4.6,1874,Urban Gray Pearl,–,AWD,,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,7FARS4H7XPE010142,PE010142,8,5.0,5.0,5.0,4.0,4.0,5.0,IL,Dealer
2023,Pilot EX-L 8-Passenger,New,4.9,671,Platinum White Pearl,Black,AWD,,Gasoline,10-Speed Automatic,3.5L V6 24V GDI DOHC,5FNYG1H42PB003649,64988,0,,,,,,,OH,Dealer
2022,Accord Sport 1.5T,New,5.0,4272,Still Night Pearl,Black,Front-wheel Drive,29–35,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,1HGCV1F31NA090056,H21197,5,5.0,5.0,5.0,5.0,5.0,5.0,IL,Dealer
2008,CR-V EX,Used,5.0,12,Silver,Black,Four-wheel Drive,20–26,Gasoline,5-Speed Automatic,2.4L I4 16V MPFI DOHC,JHLRE48518C072399,771F,163410,4.4,4.4,4.3,4.6,4.4,4.8,PA,Dealer
2023,CR-V EX,New,4.8,3335,Platinum White Pearl,Black,All-wheel Drive,27–32,Gasoline,Variable,Intercooled Turbo Regular Unleaded I-4 1.5 L/91,7FARS4H42PE000579,QG23243,0,5.0,5.0,5.0,4.0,4.0,5.0,GA,Dealer
